dew_point,temperature,pressure,cumulated_wind_speed,snow,rain,pollution_pm2.5
-24,-11,1036,122.05,0,0,7
-24,-12,1037,125.18,0,0,11
-24,-11,1037,128.31,0,0,8
-24,-9,1038,3.13,0,0,9
-23,-7,1038,6.26,0,0,16
-22,-6,1038,3.13,0,0,27
-22,-4,1037,11.18,0,0,19
-22,-3,1035,19.23,0,0,11
-22,-2,1035,27.28,0,0,42
-23,-1,1034,34.43,0,0,15
-22,-1,1034,40.24,0,0,13
-23,-2,1034,47.39,0,0,11
-24,-6,1035,51.41,0,0,9
-23,-7,1035,55.43,0,0,12
-22,-6,1035,60.35,0,0,16
-22,-5,1035,66.16,0,0,9
-23,-5,1035,74.21,0,0,10
-23,-7,1036,77.34,0,0,9
-22,-5,1036,82.26,0,0,21
-22,-6,1036,88.07,0,0,22
-21,-6,1036,93.88,0,0,10
-22,-6,1036,99.69,0,0,19
-21,-6,1036,104.61,0,0,7
-22,-7,1036,108.63,0,0,8
-21,-7,1036,114.44,0,0,8
-21,-7,1036,120.25,0,0,9
-21,-6,1036,125.17,0,0,17
-21,-4,1036,130.98,0,0,19
-20,-3,1036,138.13,0,0,21
-20,-1,1036,147.07,0,0,24
-22,0,1035,156.01,0,0,16
-22,1,1033,164.95,0,0,14
-22,2,1032,173.89,0,0,16
-22,2,1031,181.94,0,0,16
-21,3,1030,189.09,0,0,11
-21,3,1030,194.01,0,0,13
-21,2,1031,198.93,0,0,16
-21,0,1031,202.06,0,0,37
-20,1,1031,205.19,0,0,46
-18,-2,1032,208.32,0,0,45
-19,-4,1032,0.89,0,0,49
-19,-4,1032,1.79,0,0,45
-18,-3,1032,4.92,0,0,21
-18,-4,1031,9.84,0,0,15
-19,-5,1031,12.97,0,0,12
-18,-5,1031,16.1,0,0,12
-19,-6,1030,19.23,0,0,15
-19,-9,1030,23.25,0,0,13
-19,-9,1030,0.89,0,0,10
-18,-9,1030,4.02,0,0,25
-18,-8,1031,7.15,0,0,43
-18,-2,1031,10.28,0,0,23
-19,1,1030,15.2,0,0,27
-20,4,1030,19.22,0,0,19
-21,6,1029,26.37,0,0,23
-20,7,1027,33.52,0,0,23
-19,8,1026,40.67,0,0,17
-19,8,1025,46.48,0,0,21
-19,8,1025,52.29,0,0,18
-20,7,1025,56.31,0,0,28
-20,6,1025,59.44,0,0,24
-20,4,1025,64.36,0,0,46
-21,4,1025,68.38,0,0,61
-20,2,1025,71.51,0,0,69
-19,2,1025,74.64,0,0,68
-18,-3,1025,77.77,0,0,55
-17,-4,1025,80.9,0,0,33
-17,-5,1024,84.92,0,0,43
-17,-5,1025,89.84,0,0,28
-18,-6,1024,94.76,0,0,34
-17,-6,1024,98.78,0,0,29
-17,-4,1024,101.91,0,0,37
-17,-4,1023,105.04,0,0,34
-17,-3,1024,4.02,0,0,27
-17,-3,1024,7.15,0,0,44
-17,-1,1024,10.28,0,0,37
-19,0,1024,14.3,0,0,46
-20,4,1024,18.32,0,0,43
-20,6,1023,3.13,0,0,29
-22,7,1022,10.28,0,0,20
-22,9,1021,17.43,0,0,27
-22,9,1020,22.35,0,0,23
-21,8,1020,28.16,0,0,28
-22,7,1020,32.18,0,0,22
-22,6,1021,37.1,0,0,29
-22,5,1021,42.02,0,0,30
-22,3,1021,46.04,0,0,42
-22,4,1021,50.06,0,0,49
-22,3,1021,54.08,0,0,49
-22,3,1021,57.21,0,0,59
-20,-2,1021,61.23,0,0,84
-19,-4,1021,0.89,0,0,73
-19,-6,1021,3.13,0,0,70
-19,-6,1020,6.26,0,0,95
-20,-5,1020,0.89,0,0,71
-19,-4,1020,4.02,0,0,47
-19,-7,1020,7.15,0,0,42
-20,-7,1020,10.28,0,0,56
-18,-4,1021,14.3,0,0,48
-18,-2,1021,18.32,0,0,42
-20,1,1022,21.45,0,0,45
-21,4,1022,24.58,0,0,60
-21,5,1021,28.6,0,0,65
-20,7,1019,31.73,0,0,55
-20,7,1019,39.78,0,0,38
-18,6,1019,47.83,0,0,33
-16,5,1020,57.66,0,0,34
-17,5,1020,65.71,0,0,19
-17,3,1021,73.76,0,0,18
-18,3,1022,81.81,0,0,29
-17,2,1022,87.62,0,0,44
-17,2,1023,94.77,0,0,89
-17,1,1023,100.58,0,0,61
-16,-3,1023,103.71,0,0,61
-17,-4,1024,107.73,0,0,75
-17,-3,1024,111.75,0,0,348
-17,-2,1024,116.67,0,0,79
-17,-5,1024,119.8,0,0,40
-17,-8,1024,122.93,0,0,25
-17,-7,1023,126.06,0,0,29
-17,-7,1023,129.19,0,0,23
-17,-9,1024,133.21,0,0,24
-16,-5,1024,3.13,0,0,39
-16,-2,1024,4.92,0,0,46
-18,0,1023,4.02,0,0,47
-18,2,1023,3.13,0,0,30
-18,3,1022,4.92,0,0,36
-19,5,1020,0.89,0,0,28
-19,6,1019,1.79,0,0,44
-19,7,1019,3.13,0,0,47
-19,6,1018,8.05,0,0,78
-20,5,1018,12.07,0,0,100
-19,3,1019,16.09,0,0,146
-18,3,1019,19.22,0,0,143
-18,2,1019,21.01,0,0,167
-16,-3,1019,0.89,0,0,250
-15,-3,1019,1.34,0,0,288
-15,-5,1019,2.23,0,0,289
-15,-6,1019,0.89,0,0,299
-16,-7,1019,0.89,0,0,378
-15,-6,1019,1.79,0,0,270
-16,-7,1019,1.79,0,0,263
-15,-4,1019,4.92,0,0,234
-16,-4,1019,6.71,0,0,171
-16,-3,1019,9.84,0,0,100
-16,-3,1020,12.97,0,0,83
-15,0,1021,16.99,0,0,77
-17,0,1022,21.91,0,0,86
-17,2,1022,25.93,0,0,102
-13,4,1023,29.95,0,0,77
-10,6,1023,4.02,0,0,40
-11,7,1022,8.04,0,0,37
-12,8,1021,1.79,0,0,33
-12,8,1021,0.89,0,0,32
-12,7,1021,3.13,0,0,32
-12,6,1021,7.15,0,0,21
-12,2,1023,12.96,0,0,196
-13,0,1023,16.09,0,0,161
-11,-1,1024,19.22,0,0,143
-11,-2,1025,22.35,0,0,149
-11,-4,1025,24.14,0,0,99
-11,-3,1025,25.03,0,0,64
-12,-6,1025,25.92,0,0,43
-11,-6,1025,0.45,0,0,53
-11,-6,1024,1.34,0,0,46
-11,-8,1023,0.89,0,0,55
-11,-7,1023,0.89,0,0,63
-10,-6,1022,1.78,0,0,74
-12,-8,1021,2.23,0,0,82
-11,-7,1021,0.89,0,0,87
-11,-5,1022,0.89,0,0,90
-10,-4,1022,0.89,0,0,92
-8,-2,1020,3.13,0,0,97
-7,-1,1020,0.89,0,0,100
-7,0,1018,3.13,0,0,105
-9,1,1016,6.26,0,0,109
-9,2,1015,8.05,0,0,130
-9,2,1014,0.89,0,0,145
-9,2,1014,1.78,0,0,147
-9,1,1014,2.67,0,0,165
-9,-1,1014,1.79,0,0,178
-10,-4,1014,4.92,0,0,169
-10,-3,1015,6.71,0,0,155
-9,-3,1015,0.89,0,0,158
-10,-4,1015,1.78,0,0,174
-9,-3,1016,4.02,0,0,201
-9,-2,1017,8.04,0,0,220
-10,-5,1018,1.79,0,0,186
-10,-6,1018,1.79,0,0,144
-9,-1,1019,4.02,0,0,89
-11,-4,1019,7.15,0,0,17
-10,-3,1020,4.02,0,0,19
-10,-2,1020,5.81,0,0,22
-12,-6,1021,3.13,0,0,34
-10,-1,1023,1.79,0,0,31
-12,2,1023,3.13,0,0,54
-12,5,1023,8.05,0,0,34
-12,6,1023,4.02,0,0,29
-10,8,1022,7.15,0,0,25
-10,9,1020,11.17,0,0,27
-10,10,1019,1.79,0,0,21
-10,11,1019,3.58,0,0,25
-9,10,1019,4.02,0,0,29
-10,10,1019,7.15,0,0,21
-11,6,1019,8.94,0,0,22
-12,5,1019,12.96,0,0,20
-11,2,1020,0.89,0,0,35
-12,3,1020,4.92,0,0,41
-13,2,1020,6.71,0,0,69
-11,1,1020,9.84,0,0,83
-10,0,1020,12.97,0,0,93
-9,-1,1019,16.1,0,0,106
-9,-2,1019,0.89,0,0,110
-9,-3,1019,1.78,0,0,110
-9,-2,1017,3.13,0,0,122
-9,-2,1017,4.92,0,0,130
-9,-2,1018,0.45,0,0,126
-9,-2,1017,1.34,0,0,117
-9,-2,1017,2.23,0,0,118
-8,0,1017,1.79,0,0,110
-8,0,1017,0.89,0,0,113
-8,1,1016,1.79,0,0,131
-8,3,1015,1.79,0,0,151
-11,4,1013,4.92,0,0,129
-12,4,1012,8.94,0,0,117
-11,4,1012,12.96,0,0,138
-12,3,1011,16.98,0,0,146
-12,3,1012,20.11,0,0,108
-12,1,1012,21.9,0,0,77
-10,0,1012,0.89,0,0,101
-10,-3,1013,0.89,0,0,200
-10,-3,1014,0.45,0,0,288
-10,-4,1013,1.34,0,0,295
-10,-4,1013,1.79,0,0,263
-10,-6,1012,2.68,0,0,208
-11,-7,1012,3.13,0,0,176
-10,-7,1013,0.89,0,0,121
-12,-7,1013,2.68,0,0,133
-12,-8,1013,5.81,0,0,128
-11,-7,1012,8.94,0,0,162
-11,-7,1012,12.07,0,0,168
-10,-5,1013,16.99,0,0,148
-11,-4,1014,20.12,0,0,119
-10,-1,1015,25.04,0,0,118
-12,3,1015,5.81,0,0,109
-12,5,1016,10.73,0,0,80
-11,6,1016,15.65,0,0,52
-11,7,1016,21.46,0,0,43
-12,8,1016,26.38,0,0,37
-12,8,1016,31.3,0,0,26
-14,7,1017,4.02,0,0,27
-15,7,1017,3.13,0,0,27
-15,5,1018,0.89,0,0,17
-15,0,1019,0.89,0,0,37
-13,-2,1020,1.79,0,0,47
-11,-3,1021,0.89,0,0,100
-12,-3,1022,1.78,0,0,148
-12,-3,1022,1.79,0,0,132
-13,-4,1023,2.68,0,0,84
-12,-5,1024,1.79,0,0,78
-11,-5,1025,0.89,0,0,132
-9,-5,1026,1.79,0,0,163
-9,-6,1025,0.89,0,0,171
-8,-6,1026,1.79,0,0,176
-8,-7,1026,0.89,0,0,199
-8,-7,1027,0.89,0,0,209
-8,-7,1028,0.89,0,0,208
-6,-4,1028,0.89,0,0,211
-6,-3,1029,1.78,0,0,199
-5,-1,1028,1.79,0,0,212
-5,2,1027,3.58,0,0,225
-6,3,1026,7.6,0,0,151
-8,3,1026,10.73,0,0,96
-9,2,1025,13.86,0,0,68
-8,2,1025,17.88,0,0,68
-7,1,1025,21.9,0,0,79
-7,1,1025,25.03,0,0,80
-7,1,1026,28.16,0,0,82
-7,0,1026,33.08,0,0,43
-7,-1,1027,37.1,0,0,38
-8,-2,1027,40.23,0,0,38
-7,-3,1028,44.25,1,0,35
-5,-4,1028,47.38,2,0,31
-5,-4,1027,50.51,3,0,30
-5,-5,1027,53.64,4,0,28
-5,-5,1027,55.43,5,0,30
-6,-5,1027,58.56,6,0,44
-6,-5,1027,61.69,7,0,55
-6,-5,1027,64.82,8,0,34
-6,-5,1027,66.61,9,0,41
-6,-5,1028,68.4,10,0,52
-6,-5,1028,70.19,11,0,66
-5,-4,1029,71.98,12,0,70
-4,-4,1029,73.77,13,0,74
-4,-3,1028,75.56,14,0,81
-3,-3,1027,78.69,15,0,68
-3,-2,1027,80.48,16,0,62
-4,-2,1026,83.61,17,0,76
-5,-2,1026,85.4,18,0,78
-4,-3,1027,87.19,19,0,79
-4,-3,1027,88.08,20,0,83
-5,-3,1028,0.89,0,0,90
-5,-3,1028,0.89,0,0,95
-4,-3,1029,1.78,0,0,98
-4,-3,1029,0.89,0,0,98
-4,-3,1028,0.89,0,0,97
-5,-3,1028,1.78,0,0,107
-5,-4,1028,0.89,0,0,100
-6,-5,1028,1.79,0,0,105
-6,-5,1028,3.58,0,0,103
-5,-5,1027,5.37,0,0,96
-6,-5,1027,6.26,0,0,104
-6,-6,1028,8.05,0,0,102
-7,-6,1028,12.07,0,0,111
-8,-6,1029,0.89,0,0,82
-13,-2,1030,11.18,0,0,239
-13,-2,1030,23.25,0,0,132
-15,-2,1031,36.21,0,0,66
-14,-2,1031,48.28,0,0,41
-15,-1,1030,58.11,0,0,13
-15,-1,1030,69.29,0,0,10
-16,-1,1030,80.47,0,0,8
-16,-1,1030,91.65,0,0,12
-17,-2,1031,101.48,0,0,12
-17,-3,1032,109.53,0,0,7
-17,-5,1033,3.13,0,0,7
-18,-4,1034,5.81,0,0,10
-18,-7,1035,9.83,0,0,8
-19,-6,1035,1.79,0,0,9
-19,-7,1036,1.79,0,0,9
-18,-9,1035,3.13,0,0,7
-19,-9,1036,4.92,0,0,12
-19,-10,1036,8.05,0,0,11
-20,-9,1035,12.07,0,0,17
-20,-8,1035,16.09,0,0,12
-20,-9,1035,20.11,0,0,10
-20,-12,1035,4.02,0,0,10
-20,-10,1035,7.15,0,0,12
-19,-9,1035,3.13,0,0,16
-19,-7,1035,8.05,0,0,21
-19,-6,1034,3.13,0,0,21
-18,-4,1034,6.26,0,0,22
-18,-4,1033,8.05,0,0,23
-18,-2,1031,0.89,0,0,27
-17,-2,1031,3.13,0,0,34
-17,-2,1030,4.92,0,0,49
-16,-3,1029,8.05,0,0,41
-16,-3,1029,11.18,0,0,48
-16,-4,1029,14.31,0,0,43
-15,-4,1029,17.44,0,0,41
-16,-4,1029,20.57,0,0,39
-13,-4,1030,24.59,0,0,41
-11,-5,1030,27.72,1,0,47
-9,-6,1030,29.51,2,0,58
-7,-6,1030,31.3,3,0,50
-7,-6,1029,33.09,4,0,52
-7,-7,1029,34.88,5,0,59
-7,-7,1029,36.67,6,0,58
-7,-7,1029,38.46,7,0,65
-8,-7,1029,1.79,8,0,68
-8,-7,1030,3.58,9,0,61
-8,-7,1030,4.47,10,0,69
-8,-7,1031,6.26,11,0,72
-7,-6,1031,7.15,12,0,69
-7,-6,1031,0.89,13,0,82
-6,-4,1031,1.78,14,0,85
-6,-4,1031,1.79,0,0,87
-6,-3,1030,0.89,0,0,79
-8,-3,1030,1.79,0,0,86
-9,-2,1029,0.89,0,0,86
-9,-2,1030,1.78,0,0,82
-8,-2,1030,3.13,0,0,92
-9,-3,1030,4.92,0,0,104
-8,-4,1031,8.05,0,0,108
-8,-4,1031,9.84,0,0,113
-8,-4,1032,3.13,0,0,115
-13,-5,1032,8.05,0,0,12
-15,-5,1033,12.07,0,0,13
-18,-7,1033,16.09,0,0,11
-18,-10,1033,19.22,0,0,6
-20,-8,1033,23.24,0,0,8
-20,-11,1033,26.37,0,0,8
-19,-9,1033,28.16,0,0,7
-20,-10,1034,1.79,0,0,10
-19,-11,1034,5.81,0,0,11
-20,-11,1034,3.13,0,0,22
-18,-9,1034,4.02,0,0,33
-19,-6,1034,8.04,0,0,29
-19,-6,1034,12.06,0,0,37
-18,-4,1034,13.85,0,0,30
-18,-2,1033,0.89,0,0,26
-17,-1,1032,1.78,0,0,22
-17,0,1031,3.13,0,0,28
-19,1,1031,1.79,0,0,46
-18,1,1030,3.58,0,0,53
-14,0,1030,6.71,0,0,56
-14,-2,1030,9.84,0,0,39
-14,-2,1030,11.63,0,0,40
-14,-2,1030,13.42,0,0,46
-13,-6,1030,0.89,0,0,61
-13,-7,1030,1.79,0,0,77
-12,-8,1030,2.68,0,0,89
-13,-9,1030,3.57,0,0,102
-13,-9,1029,0.89,0,0,125
-14,-10,1029,1.79,0,0,154
-14,-10,1029,2.68,0,0,153
-15,-11,1029,0.89,0,0,122
-14,-12,1029,0.89,0,0,113
-14,-11,1029,0.89,0,0,138
-15,-12,1029,0.89,0,0,125
-14,-11,1029,1.78,0,0,117
-11,-8,1030,0.89,0,0,152
-10,-6,1029,1.79,0,0,181
-9,-4,1029,0.89,0,0,214
-9,-2,1028,1.78,0,0,233
-9,0,1027,2.67,0,0,252
-10,0,1025,3.56,0,0,274
-9,1,1025,1.79,0,0,248
-8,1,1024,3.58,0,0,216
-8,0,1024,5.37,0,0,209
-8,-2,1025,1.79,0,0,213
-7,-2,1025,3.58,0,0,254
-9,-5,1025,4.47,0,0,301
-8,-6,1025,5.36,0,0,298
-8,-6,1025,6.25,0,0,331
-9,-6,1025,1.79,0,0,328
-10,-7,1025,3.58,0,0,335
-9,-6,1025,5.37,0,0,312
-10,-8,1024,6.26,0,0,299
-11,-9,1023,0.89,0,0,294
-11,-9,1023,1.79,0,0,277
-10,-8,1023,0.45,0,0,281
-12,-10,1023,0.89,0,0,267
-11,-9,1023,0.45,0,0,269
-9,-7,1023,0.89,0,0,258
-8,-4,1024,0.89,0,0,263
-8,-3,1024,1.78,0,0,285
-8,-1,1023,2.67,0,0,282
-8,0,1022,1.79,0,0,281
-8,1,1021,1.79,0,0,292
-8,2,1020,3.13,0,0,289
-8,3,1020,4.92,0,0,272
-6,2,1020,0.89,0,0,234
-6,1,1020,1.79,0,0,214
-6,0,1020,3.58,0,0,192
-6,-1,1021,4.47,0,0,211
-5,-1,1022,5.36,0,0,240
-5,-2,1023,6.25,0,0,249
-5,-2,1023,7.14,0,0,278
-5,-2,1023,0.45,0,0,279
-6,-4,1023,0.89,0,0,294
-6,-5,1022,1.79,0,0,327
-6,-5,1022,2.68,0,0,328
-7,-5,1022,4.47,0,0,316
-8,-7,1022,7.6,0,0,315
-7,-5,1023,11.62,0,0,273
-6,-4,1024,15.64,0,0,254
-7,-4,1025,17.43,0,0,226
-6,-3,1026,20.56,0,0,237
-5,-2,1027,22.35,0,0,224
-6,1,1027,24.14,0,0,234
-7,3,1027,0.89,0,0,195
-8,5,1026,3.13,0,0,104
-8,6,1025,4.92,0,0,75
-8,7,1025,1.79,0,0,53
-10,7,1024,1.79,0,0,50
-9,8,1024,0.89,0,0,49
-10,6,1024,3.13,0,0,42
-8,4,1025,4.02,0,0,53
-8,4,1025,8.04,0,0,80
-8,3,1026,11.17,0,0,188
-8,3,1026,15.19,0,0,288
-7,-1,1027,0.89,0,0,404
-7,-2,1027,1.79,0,0,422
-7,-3,1028,2.68,0,0,411
-7,-4,1028,0.89,0,0,345
-7,-5,1028,0.89,0,0,353
-10,-8,1027,2.68,0,0,399
-9,-7,1027,0.89,0,0,384
-9,-7,1027,2.68,0,0,282
-12,-7,1028,5.81,0,0,88
-12,-5,1028,7.6,0,0,41
-10,-4,1029,9.39,0,0,51
-12,0,1029,13.41,0,0,46
-14,2,1029,16.54,0,0,48
-14,4,1029,19.67,0,0,51
-15,5,1028,1.79,0,0,50
-14,6,1026,1.79,0,0,50
-13,8,1025,3.13,0,0,101
-10,8,1025,6.26,0,0,127
-10,7,1024,9.39,0,0,140
-8,5,1024,12.52,0,0,206
-7,5,1024,15.65,0,0,226
-7,5,1025,18.78,0,0,203
-7,3,1025,20.57,0,0,240
-7,-1,1025,22.36,0,0,258
-6,0,1025,25.49,0,0,262
-6,-2,1025,0.89,0,0,260
-7,-3,1025,0.89,0,0,264
-7,-4,1026,0.89,0,0,274
-9,-6,1026,1.79,0,0,253
-8,-5,1025,4.92,0,0,283
-9,-3,1025,6.71,0,0,259
-10,-5,1025,8.5,0,0,140
-9,-3,1025,12.52,0,0,120
-10,-5,1025,15.65,0,0,154
-10,-2,1026,19.67,0,0,166
-10,0,1026,23.69,0,0,144
-11,3,1025,27.71,0,0,138
-11,5,1025,30.84,0,0,131
-11,7,1024,32.63,0,0,113
-12,9,1023,0.89,0,0,92
-10,11,1023,1.79,0,0,127
-10,12,1022,3.58,0,0,127
-10,11,1022,3.13,0,0,131
-9,10,1022,3.13,0,0,153
-9,8,1022,4.92,0,0,174
-8,8,1023,8.05,0,0,221
-7,4,1023,11.18,0,0,264
-6,6,1024,14.31,0,0,273
-6,0,1024,15.2,0,0,273
-7,-2,1025,0.89,0,0,268
-6,-3,1025,0.89,0,0,288
-6,-3,1025,0.45,0,0,297
-7,-4,1026,0.89,0,0,300
-7,-4,1026,0.89,0,0,355
-7,-5,1026,2.68,0,0,342
-7,-4,1026,3.57,0,0,202
-8,-6,1026,5.36,0,0,130
-8,-6,1027,0.45,0,0,108
-8,-5,1028,0.89,0,0,113
-7,0,1028,0.89,0,0,126
-7,2,1029,1.78,0,0,156
-7,4,1029,2.67,0,0,282
-6,6,1028,1.79,0,0,379
-5,8,1027,1.79,0,0,437
-4,8,1026,1.79,0,0,477
-5,9,1026,3.58,0,0,510
-4,9,1026,5.37,0,0,526
-5,7,1025,6.26,0,0,492
-4,6,1026,8.05,0,0,472
-4,4,1026,0.89,0,0,474
-4,1,1026,1.78,0,0,482
-5,0,1026,2.67,0,0,482
-4,-1,1027,3.56,0,0,477
-4,-1,1026,4.01,0,0,480
-4,-2,1026,4.9,0,0,527
-4,-2,1026,0.89,0,0,486
-5,-3,1026,0.45,0,0,493
-6,-4,1026,0.89,0,0,515
-5,-2,1025,0.89,0,0,595
-5,-2,1025,0.89,0,0,563
-5,-3,1025,1.78,0,0,563
-6,-4,1026,1.79,0,0,528
-6,-5,1027,0.89,0,0,515
-2,0,1027,0.89,0,0,495
-2,1,1027,1.79,0,0,486
-2,3,1026,0.89,0,0,508
-2,4,1025,1.78,0,0,464
-2,5,1024,1.79,0,0,430
-3,7,1023,3.58,0,0,452
-3,7,1022,0.89,0,0,489
-4,7,1022,1.79,0,0,477
-5,6,1022,0.89,0,0,425
-6,2,1022,1.78,0,0,407
-4,2,1023,1.79,0,0,498
-4,1,1023,0.89,0,0,492
-4,0,1024,1.78,0,0,492
-4,-2,1024,2.67,0,0,476
-4,-2,1024,3.12,0,0,478
-6,-4,1024,0.89,0,0,499
-5,-3,1024,0.89,0,0,489
-6,-4,1023,0.89,0,0,494
-5,-3,1023,1.78,0,0,481
-5,-4,1022,2.67,0,0,445
-7,-5,1022,4.46,0,0,431
-6,-4,1022,6.25,0,0,423
-6,-4,1022,8.04,0,0,457
-5,-3,1023,9.83,0,0,434
-4,-1,1023,1.79,0,0,391
-4,2,1023,0.89,0,0,347
-6,3,1022,1.79,0,0,292
-6,5,1021,0.89,0,0,343
-5,6,1019,2.68,0,0,322
-5,7,1019,3.57,0,0,360
-5,8,1017,3.13,0,0,376
-5,8,1017,0.89,0,0,369
-5,7,1017,1.79,0,0,354
-5,5,1017,1.79,0,0,335
-5,2,1018,2.68,0,0,394
-5,1,1018,0.45,0,0,397
-5,0,1018,1.34,0,0,395
-6,-1,1018,2.23,0,0,401
-5,0,1018,3.12,0,0,406
-4,0,1018,4.01,0,0,399
-5,-3,1018,1.79,0,0,373
-5,-3,1017,2.68,0,0,396
-5,-3,1017,0.45,0,0,461
-5,-3,1017,0.89,0,0,455
-5,-2,1017,1.79,0,0,415
-5,-3,1017,2.68,0,0,406
-5,-3,1017,4.47,0,0,421
-4,-1,1017,7.6,0,0,420
-4,0,1017,9.39,0,0,393
-4,2,1017,0.89,0,0,389
-4,4,1016,1.79,0,0,401
-4,5,1015,3.13,0,0,403
-3,7,1014,6.26,0,0,406
-3,8,1013,9.39,0,0,469
-3,9,1013,11.18,0,0,409
-3,9,1012,0.89,0,0,397
-2,8,1012,1.78,0,0,387
-3,6,1013,1.79,0,0,396
-4,3,1013,4.92,0,0,436
-4,3,1014,8.05,0,0,470
-4,3,1015,11.18,0,0,451
-3,3,1015,14.31,0,0,436
-3,3,1015,18.33,0,0,411
-3,2,1016,22.35,0,0,418
-3,2,1017,23.24,0,0,424
-4,0,1017,26.37,0,0,413
-4,1,1017,28.16,0,0,404
-5,-3,1018,32.18,0,0,397
-5,-3,1018,36.2,0,0,285
-5,-2,1019,39.33,0,0,215
-7,-2,1020,43.35,0,0,136
-8,3,1022,48.27,0,0,119
-10,6,1023,53.19,0,0,38
-13,8,1023,4.92,0,0,16
-14,9,1023,4.92,0,0,13
-15,9,1023,4.02,0,0,17
-16,10,1022,8.04,0,0,23
-17,11,1022,4.02,0,0,29
-18,11,1022,8.04,0,0,34
-19,11,1022,12.96,0,0,28
-19,11,1022,17.88,0,0,24
-17,7,1023,0.89,0,0,21
-16,6,1023,3.13,0,0,41
-3,3,1025,8.05,0,0,52
-5,1,1026,12.97,0,0,142
-6,0,1028,16.99,0,0,99
-6,-1,1029,20.12,0,0,55
-6,-1,1030,21.91,0,0,55
-6,-3,1030,22.8,0,0,53
-6,-4,1030,0.89,0,0,67
-6,-4,1030,0.89,0,0,72
-6,-4,1030,0.45,0,0,77
-7,-5,1031,0.9,0,0,75
-5,-4,1031,1.35,0,0,80
-7,-5,1032,1.79,0,0,106
-4,-3,1033,0.89,0,0,95
-7,0,1034,0.89,0,0,100
-7,2,1034,1.79,0,0,98
-9,4,1034,0.89,0,0,79
-8,5,1033,1.79,0,0,74
-9,6,1032,3.58,0,0,71
-10,6,1031,6.71,0,0,75
-10,7,1031,9.84,0,0,73
-10,6,1030,11.63,0,0,53
-11,5,1030,14.76,0,0,47
-12,5,1030,17.89,0,0,44
-10,4,1030,21.91,0,0,61
-10,4,1030,25.93,0,0,78
-11,3,1031,29.95,0,0,55
-11,2,1030,33.08,0,0,62
-13,1,1031,36.21,0,0,52
-13,1,1031,41.13,0,0,42
-11,0,1031,44.26,0,0,42
-9,0,1030,46.05,0,0,39
-7,0,1029,47.84,0,0,35
-6,-1,1029,1.79,1,0,36
-3,-3,1029,0.89,2,0,30
-3,-3,1028,1.79,3,0,44
-3,-3,1028,3.58,4,0,52
-3,-3,1028,5.37,5,0,58
-3,-3,1027,7.16,6,0,71
-3,-2,1027,8.95,7,0,79
-3,-2,1026,12.08,8,0,77
-3,-2,1026,0.89,0,0,71
-3,-1,1025,1.78,0,0,80
-3,-1,1024,2.67,0,0,85
-3,0,1023,3.56,0,0,96
-3,0,1023,4.45,0,0,111
-4,-1,1023,1.79,0,0,108
-4,-1,1024,0.89,0,0,122
-4,-3,1025,1.78,0,0,109
-3,-2,1025,0.45,0,0,115
-3,-1,1026,1.79,0,0,103
-3,0,1026,4.92,0,0,109
-3,0,1026,6.71,0,0,116
-3,-1,1026,0.89,0,0,125
-3,-2,1027,0.89,0,0,127
-3,-1,1027,1.79,0,0,127
-3,-1,1026,4.92,0,0,123
-3,-1,1026,8.05,0,0,115
-3,0,1026,9.84,0,0,105
-3,-1,1027,1.79,1,0,90
-4,0,1028,3.13,2,0,66
-2,-1,1029,7.15,3,0,59
-3,-1,1029,12.07,4,0,39
-4,-1,1030,19.22,5,0,35
-3,-2,1030,25.03,6,0,35
-3,-1,1029,32.18,7,0,26
-4,-1,1028,39.33,0,0,31
-4,1,1027,43.35,0,0,31
-5,1,1027,49.16,0,0,34
-7,2,1026,54.97,0,0,35
-7,1,1026,58.99,0,0,26
-8,1,1026,63.01,0,0,28
-8,0,1026,66.14,0,0,29
-7,0,1027,69.27,0,0,29
-8,0,1027,73.29,0,0,29
-8,-3,1028,3.13,0,0,32
-8,-3,1028,1.79,0,0,29
-9,-2,1027,1.79,0,0,25
-9,-3,1028,4.92,0,0,31
-10,-1,1027,4.02,0,0,29
-9,-1,1027,3.13,0,0,26
-10,-2,1027,6.26,0,0,25
-10,-2,1026,8.05,0,0,15
-11,-3,1026,9.84,0,0,20
-10,-3,1027,12.97,0,0,32
-9,-2,1029,16.99,0,0,37
-10,0,1029,20.12,0,0,37
-11,2,1028,23.25,0,0,18
-12,3,1028,29.06,0,0,20
-11,4,1028,33.98,0,0,13
-12,5,1026,39.79,0,0,12
-13,6,1026,46.94,0,0,12
-13,6,1025,51.86,0,0,12
-12,6,1024,55.88,0,0,15
-13,5,1025,59.9,0,0,20
-12,5,1025,64.82,0,0,16
-12,4,1026,69.74,0,0,18
-12,3,1026,74.66,0,0,15
-12,2,1027,78.68,0,0,8
-12,2,1028,83.6,0,0,7
-12,1,1028,88.52,0,0,8
-11,-1,1028,93.44,0,0,12
-12,-2,1028,3.13,0,0,9
-12,-4,1028,3.13,0,0,9
-12,-4,1028,6.26,0,0,11
-12,-3,1028,8.05,0,0,17
-13,-4,1028,9.84,0,0,9
-15,-4,1028,14.76,0,0,11
-15,-4,1028,19.68,0,0,12
-15,-2,1029,24.6,0,0,17
-15,0,1028,28.62,0,0,20
-17,2,1028,35.77,0,0,18
-16,2,1027,40.69,0,0,28
